dealer_id,dealer_name,dealer_number,dealer_comment,dealer_address,dealer_city,dealer_state,dealer_iframe_map,zip_code,detail_url,img_from_url,local_img_url,title,year,make,model,car_price,modelNo,trim,drive_info,mpg_city,star,created_date,batch_no,historical_price,car_deal_badge,bottom_dealer_inventory_link,bottom_dealer_website_link,Mileage,Drivetrain,Exterior color,Interior color,MPG,Engine,Fuel type,Transmission,Make,Model,Year,Trim,Body type,Condition,VIN,Stock number,Fuel tank size,Combined gas mileage,City gas mileage,Highway gas mileage,Horsepower,Doors,Front legroom,Back legroom,Cargo volume,Option,NHTSA overall safety rating,NHTSA frontal crash rating,NHTSA side crash rating,NHTSA rollover rating,Cabin size,Bed length
267082,Sky's Auto Sales,(844) 431-1323,Test dealer comment,"Austin, TX",Austin, TX,dealer_iframe_map,78751,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088#listing=375925813/NONE,https://static.cargurus.com/images/forsale/2024/06/09/01/41/2014_chevrolet_camaro-pic-1555986372280606530-1024x768.jpeg,Uploads/single_img/2014_chevrolet_camaro-pic-1555986372280606530-1024x768.jpeg,2014 Chevrolet Camaro 2LS Coupe RWD,2014,Chevrolet,Camaro,"$17,999", ,2LS,Coupe, ,5,2024-07-17 14:57:16,11,,,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088,https://www.cargurus.com/Cars/Link?url=http%3A%2F%2Fwww.skysautos.com%3Futm_source%3Dcargurus.com%26utm_medium%3Dreferral%26utm_campaign%3Dcargurus_listings&hmac=39B0E0A42A6B19DC65A8BF15B244C43882A3B704,"82,511 mi",Rear-Wheel Drive,Pink (Deep Magenta Metallic),Black Cloth,24 MPG,323 hp 3.6L V6,Gasoline,Automatic,Chevrolet,Camaro,2014,2LS Coupe RWD,Coupe,Used,2G1FA1E39E9248950,A66,19 gal,23 MPG,19 MPG,30 MPG,323 hp,2 doors,42 in,29 in,11 cu ft,"Alloy Wheels, Bluetooth, Navigation System",,,,,,
267082,Sky's Auto Sales,(844) 431-1323,Test dealer comment,"Austin, TX",Austin, TX,dealer_iframe_map,78751,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088#listing=382945784/NONE,https://static.cargurus.com/images/forsale/2024/06/09/04/23/2017_toyota_tacoma-pic-7975734965198249975-1024x768.jpeg,Uploads/single_img/2017_toyota_tacoma-pic-7975734965198249975-1024x768.jpeg,2017 Toyota Tacoma,2017,Toyota,Tacoma,"$31,999", ,,, ,5,2024-07-17 14:57:35,11,,,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088,https://www.cargurus.com/Cars/Link?url=http%3A%2F%2Fwww.skysautos.com%3Futm_source%3Dcargurus.com%26utm_medium%3Dreferral%26utm_campaign%3Dcargurus_listings&hmac=39B0E0A42A6B19DC65A8BF15B244C43882A3B704,"89,866 mi",,Blazing Blue Pearl,Cement Gray Cloth,,278 hp 3.5L V6,Gasoline,Automatic,Toyota,Tacoma,2017,,Pickup Truck,Used,5TFCZ5AN7HX068552,AB16,,,,,278 hp,,,,,,,,,,,
267082,Sky's Auto Sales,(844) 431-1323,Test dealer comment,"Austin, TX",Austin, TX,dealer_iframe_map,78751,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088#listing=390342837/NONE,https://static.cargurus.com/images/forsale/2024/07/10/02/01/2020_toyota_camry-pic-2640891253979249776-1024x768.jpeg,Uploads/single_img/2020_toyota_camry-pic-2640891253979249776-1024x768.jpeg,2020 Toyota Camry XLE FWD,2020,Toyota,Camry,"$22,999", ,XLE,FWD, ,5,2024-07-17 14:57:52,11,,,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088,https://www.cargurus.com/Cars/Link?url=http%3A%2F%2Fwww.skysautos.com%3Futm_source%3Dcargurus.com%26utm_medium%3Dreferral%26utm_campaign%3Dcargurus_listings&hmac=39B0E0A42A6B19DC65A8BF15B244C43882A3B704,"105,249 mi",Front-Wheel Drive,Midnight Black Metallic,Black Leather,32 MPG,2.5L I4,Gasoline,Automatic,Toyota,Camry,2020,XLE FWD,Sedan,Used,4T1F11AK7LU990165,AB43,16 gal,31 MPG,27 MPG,38 MPG,,4 doors,42 in,38 in,15 cu ft,"Alloy Wheels, Bluetooth, Leather Seats, Remote Start",,,,,,
267082,Sky's Auto Sales,(844) 431-1323,Test dealer comment,"Austin, TX",Austin, TX,dealer_iframe_map,78751,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088#listing=375925838/NONE,https://static.cargurus.com/images/forsale/2024/06/08/14/00/2022_nissan_sentra-pic-3940750662814460528-1024x768.jpeg,Uploads/single_img/2022_nissan_sentra-pic-3940750662814460528-1024x768.jpeg,2022 Nissan Sentra SV FWD,2022,Nissan,Sentra,"$19,999", ,SV,FWD, ,5,2024-07-17 14:58:09,11,,,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088,https://www.cargurus.com/Cars/Link?url=http%3A%2F%2Fwww.skysautos.com%3Futm_source%3Dcargurus.com%26utm_medium%3Dreferral%26utm_campaign%3Dcargurus_listings&hmac=39B0E0A42A6B19DC65A8BF15B244C43882A3B704,"66,404 mi",Front-Wheel Drive,Black Obsidian,Black Cloth,34 MPG,149 hp 2L I4,Gasoline,Continuously Variable Transmission,Nissan,Sentra,2022,SV FWD,Sedan,Used,3N1AB8CV4NY251303,A80,12 gal,33 MPG,29 MPG,39 MPG,149 hp,4 doors,44 in,34 in,14 cu ft,"Alloy Wheels, Bluetooth",,,,,,
267082,Sky's Auto Sales,(844) 431-1323,Test dealer comment,"Austin, TX",Austin, TX,dealer_iframe_map,78751,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088#listing=389126627/NONE,https://static.cargurus.com/images/forsale/2024/06/21/09/05/2011_honda_odyssey-pic-5784601132385425471-1024x768.jpeg,Uploads/single_img/2011_honda_odyssey-pic-5784601132385425471-1024x768.jpeg,2011 Honda Odyssey Touring FWD,2011,Honda,Odyssey,"$15,999", ,Touring,FWD, ,5,2024-07-17 14:58:26,11,,,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088,https://www.cargurus.com/Cars/Link?url=http%3A%2F%2Fwww.skysautos.com%3Futm_source%3Dcargurus.com%26utm_medium%3Dreferral%26utm_campaign%3Dcargurus_listings&hmac=39B0E0A42A6B19DC65A8BF15B244C43882A3B704,"83,695 mi",Front-Wheel Drive,Dark Cherry Pearl,Brown (Beige),23 MPG,248 hp 3.5L V6,Gasoline,Automatic,Honda,Odyssey,2011,Touring FWD,Minivan,Used,5FNRL5H94BB074850,AB39,21 gal,23 MPG,19 MPG,28 MPG,248 hp,4 doors,40 in,40 in,38 cu ft,"Alloy Wheels, Bluetooth, Heated Seats, Leather Seats, Navigation System, Sunroof/Moonroof",,,,,,0 in
267082,Sky's Auto Sales,(844) 431-1323,Test dealer comment,"Austin, TX",Austin, TX,dealer_iframe_map,78751,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088#listing=375925831/NONE,https://static.cargurus.com/images/forsale/2024/06/10/23/58/2013_toyota_tundra-pic-5707193635525877153-1024x768.jpeg,Uploads/single_img/2013_toyota_tundra-pic-5707193635525877153-1024x768.jpeg,2013 Toyota Tundra,2013,Toyota,Tundra,"$29,999", ,,, ,5,2024-07-17 14:58:43,11,,,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088,https://www.cargurus.com/Cars/Link?url=http%3A%2F%2Fwww.skysautos.com%3Futm_source%3Dcargurus.com%26utm_medium%3Dreferral%26utm_campaign%3Dcargurus_listings&hmac=39B0E0A42A6B19DC65A8BF15B244C43882A3B704,"94,427 mi",,Black,Black Leather,,381 hp 5.7L V8 Flex Fuel Vehicle,Flex Fuel Vehicle,Automatic,Toyota,Tundra,2013,,Pickup Truck,Used,5TFHW5F19DX305850,A46,,,,,381 hp,,,,,,,,,,,
267082,Sky's Auto Sales,(844) 431-1323,Test dealer comment,"Austin, TX",Austin, TX,dealer_iframe_map,78751,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088#listing=375925829/NONE,https://static.cargurus.com/images/forsale/2024/06/12/18/29/2019_chevrolet_trax-pic-990324692000184812-1024x768.jpeg,Uploads/single_img/2019_chevrolet_trax-pic-990324692000184812-1024x768.jpeg,2019 Chevrolet Trax LS FWD,2019,Chevrolet,Trax,"$15,999", ,LS,FWD, ,5,2024-07-17 14:58:59,11,,,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088,https://www.cargurus.com/Cars/Link?url=http%3A%2F%2Fwww.skysautos.com%3Futm_source%3Dcargurus.com%26utm_medium%3Dreferral%26utm_campaign%3Dcargurus_listings&hmac=39B0E0A42A6B19DC65A8BF15B244C43882A3B704,"67,286 mi",Front-Wheel Drive,Storm Blue Metallic,Jet Black/Light Ash Gray Cloth,28 MPG,138 hp 1.4L I4,Gasoline,Automatic,Chevrolet,Trax,2019,LS FWD,SUV / Crossover,Used,3GNCJKSB6KL117115,AR30,14 gal,28 MPG,26 MPG,31 MPG,138 hp,4 doors,40 in,35 in,18 cu ft,"Alloy Wheels, Bluetooth",,,,,,
267082,Sky's Auto Sales,(844) 431-1323,Test dealer comment,"Austin, TX",Austin, TX,dealer_iframe_map,78751,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088#listing=381523509/NONE,https://static.cargurus.com/images/forsale/2024/06/16/23/35/2016_lincoln_mkx-pic-2948055848869285062-1024x768.jpeg,Uploads/single_img/2016_lincoln_mkx-pic-2948055848869285062-1024x768.jpeg,2016 Lincoln MKX Select FWD,2016,Lincoln,MKX,"$20,999", ,Select,FWD, ,5,2024-07-17 14:59:17,11,,,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088,https://www.cargurus.com/Cars/Link?url=http%3A%2F%2Fwww.skysautos.com%3Futm_source%3Dcargurus.com%26utm_medium%3Dreferral%26utm_campaign%3Dcargurus_listings&hmac=39B0E0A42A6B19DC65A8BF15B244C43882A3B704,"70,439 mi",Front-Wheel Drive,White Platinum Metallic Tri-Coat,Cappuccino Leather,21 MPG,300 hp 3.7L V6,Gasoline,Automatic,Lincoln,MKX,2016,Select FWD,SUV / Crossover,Used,2LMTJ6KR3GBL83546,AB14,18 gal,21 MPG,17 MPG,26 MPG,300 hp,4 doors,42 in,39 in,37 cu ft,"Adaptive Suspension, Alloy Wheels, Bluetooth, Heated Seats, Leather Seats, Remote Start",,,,,,
267082,Sky's Auto Sales,(844) 431-1323,Test dealer comment,"Austin, TX",Austin, TX,dealer_iframe_map,78751,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088#listing=380066970/NONE,https://static.cargurus.com/images/forsale/2024/07/05/23/14/2016_honda_hr-v-pic-3314534574603288733-1024x768.jpeg,Uploads/single_img/2016_honda_hr-v-pic-3314534574603288733-1024x768.jpeg,2016 Honda HR-V EX-L with Navigation,2016,Honda,HR-V,"$18,999", ,EX-L,with, ,5,2024-07-17 14:59:35,11,,,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088,https://www.cargurus.com/Cars/Link?url=http%3A%2F%2Fwww.skysautos.com%3Futm_source%3Dcargurus.com%26utm_medium%3Dreferral%26utm_campaign%3Dcargurus_listings&hmac=39B0E0A42A6B19DC65A8BF15B244C43882A3B704,"80,807 mi",Front-Wheel Drive,Crystal Black Pearl,Black Leather,31 MPG,141 hp 1.8L I4,Gasoline,Continuously Variable Transmission,Honda,HR-V,2016,EX-L with Navigation,SUV / Crossover,Used,3CZRU5H79GM724278,AB11,13 gal,31 MPG,28 MPG,35 MPG,141 hp,4 doors,41 in,39 in,24 cu ft,"Alloy Wheels, Bluetooth, Leather Seats, Navigation System, Sunroof/Moonroof",,,,,,
267082,Sky's Auto Sales,(844) 431-1323,Test dealer comment,"Austin, TX",Austin, TX,dealer_iframe_map,78751,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088#listing=375925821/NONE,https://static.cargurus.com/images/forsale/2024/06/12/06/00/2018_toyota_tundra-pic-5106012842174100492-1024x768.jpeg,Uploads/single_img/2018_toyota_tundra-pic-5106012842174100492-1024x768.jpeg,2018 Toyota Tundra SR5 CrewMax 4.6L,2018,Toyota,Tundra,"$34,999", ,SR5,CrewMax, ,5,2024-07-17 14:59:54,11,,,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088,https://www.cargurus.com/Cars/Link?url=http%3A%2F%2Fwww.skysautos.com%3Futm_source%3Dcargurus.com%26utm_medium%3Dreferral%26utm_campaign%3Dcargurus_listings&hmac=39B0E0A42A6B19DC65A8BF15B244C43882A3B704,"61,951 mi",4X2,Magnetic Gray Metallic,Black Cloth,17 MPG,310 hp 4.6L V8,Gasoline,Automatic,Toyota,Tundra,2018,SR5,Pickup Truck,Used,5TFEM5F12JX128093,A56,26 gal,16 MPG,15 MPG,19 MPG,310 hp,4 doors,42 in,42 in,,"Bluetooth, Navigation System, Steel Wheels",,,,,Large Crew Cab,66 in
267082,Sky's Auto Sales,(844) 431-1323,Test dealer comment,"Austin, TX",Austin, TX,dealer_iframe_map,78751,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088#listing=375925803/NONE,https://static.cargurus.com/images/forsale/2024/06/11/23/42/2014_toyota_4runner-pic-2237807289637042633-1024x768.jpeg,Uploads/single_img/2014_toyota_4runner-pic-2237807289637042633-1024x768.jpeg,2014 Toyota 4Runner,2014,Toyota,4Runner,"$28,999", ,,, ,5,2024-07-17 15:00:11,11,,,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088,https://www.cargurus.com/Cars/Link?url=http%3A%2F%2Fwww.skysautos.com%3Futm_source%3Dcargurus.com%26utm_medium%3Dreferral%26utm_campaign%3Dcargurus_listings&hmac=39B0E0A42A6B19DC65A8BF15B244C43882A3B704,"99,981 mi",,Barcelona Red Metallic,Brown (Sand Beige Leather),,270 hp 4L V6,Gasoline,Automatic,Toyota,4Runner,2014,,SUV / Crossover,Used,JTEBU5JRXE5176180,A57,,,,,270 hp,,,,,,,,,,,
267082,Sky's Auto Sales,(844) 431-1323,Test dealer comment,"Austin, TX",Austin, TX,dealer_iframe_map,78751,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088#listing=389402096/NONE,https://static.cargurus.com/images/forsale/2024/06/25/22/18/2018_ford_escape-pic-9187378961095753667-1024x768.jpeg,Uploads/single_img/2018_ford_escape-pic-9187378961095753667-1024x768.jpeg,2018 Ford Escape SE FWD,2018,Ford,Escape,"$19,999", ,SE,FWD, ,5,2024-07-17 15:00:27,11,,,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088,https://www.cargurus.com/Cars/Link?url=http%3A%2F%2Fwww.skysautos.com%3Futm_source%3Dcargurus.com%26utm_medium%3Dreferral%26utm_campaign%3Dcargurus_listings&hmac=39B0E0A42A6B19DC65A8BF15B244C43882A3B704,"52,706 mi",Front-Wheel Drive,Ingot Silver Metallic,Medium Light Stone Cloth,26 MPG,179 hp 1.5L I4,Gasoline,Automatic,Ford,Escape,2018,SE FWD,SUV / Crossover,Used,1FMCU0GD9JUD59024,A68,15 gal,26 MPG,23 MPG,30 MPG,179 hp,4 doors,43 in,37 in,34 cu ft,"Alloy Wheels, Bluetooth",,,,,,
267082,Sky's Auto Sales,(844) 431-1323,Test dealer comment,"Austin, TX",Austin, TX,dealer_iframe_map,78751,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088#listing=388272274/NONE,https://static.cargurus.com/images/forsale/2024/06/11/20/58/2017_toyota_tacoma-pic-939478696510677192-1024x768.jpeg,Uploads/single_img/2017_toyota_tacoma-pic-939478696510677192-1024x768.jpeg,2017 Toyota Tacoma,2017,Toyota,Tacoma,"$31,999", ,,, ,5,2024-07-17 15:00:44,11,,,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088,https://www.cargurus.com/Cars/Link?url=http%3A%2F%2Fwww.skysautos.com%3Futm_source%3Dcargurus.com%26utm_medium%3Dreferral%26utm_campaign%3Dcargurus_listings&hmac=39B0E0A42A6B19DC65A8BF15B244C43882A3B704,"95,512 mi",,Magnetic Gray Metallic,Black Cloth,,278 hp 3.5L V6,Gasoline,Automatic,Toyota,Tacoma,2017,,Pickup Truck,Used,5TFCZ5AN4HX113074,AB35,,,,,278 hp,,,,,,,,,,,
267082,Sky's Auto Sales,(844) 431-1323,Test dealer comment,"Austin, TX",Austin, TX,dealer_iframe_map,78751,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088#listing=375925808/NONE,https://static.cargurus.com/images/forsale/2024/06/11/00/59/2018_jeep_cherokee-pic-4641639360664917127-1024x768.jpeg,Uploads/single_img/2018_jeep_cherokee-pic-4641639360664917127-1024x768.jpeg,2018 Jeep Cherokee Latitude FWD,2018,Jeep,Cherokee,"$19,999", ,Latitude,FWD, ,5,2024-07-17 15:01:01,11,,,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088,https://www.cargurus.com/Cars/Link?url=http%3A%2F%2Fwww.skysautos.com%3Futm_source%3Dcargurus.com%26utm_medium%3Dreferral%26utm_campaign%3Dcargurus_listings&hmac=39B0E0A42A6B19DC65A8BF15B244C43882A3B704,"74,514 mi",Front-Wheel Drive,Billet Silver Metallic Clearcoat,Black Cloth,25 MPG,180 hp 2.4L I4,Gasoline,Automatic,Jeep,Cherokee,2018,Latitude FWD,SUV / Crossover,Used,1C4PJLCB7JD561834,A61,15 gal,25 MPG,21 MPG,30 MPG,180 hp,4 doors,41 in,40 in,24 cu ft,"Alloy Wheels, Bluetooth",,,,,,
267082,Sky's Auto Sales,(844) 431-1323,Test dealer comment,"Austin, TX",Austin, TX,dealer_iframe_map,78751,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088#listing=375925826/NONE,https://static.cargurus.com/images/forsale/2024/06/10/05/42/2019_nissan_sentra-pic-6787212761746093739-1024x768.jpeg,Uploads/single_img/2019_nissan_sentra-pic-6787212761746093739-1024x768.jpeg,2019 Nissan Sentra SV FWD,2019,Nissan,Sentra,"$16,999", ,SV,FWD, ,5,2024-07-17 15:01:18,11,,,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088,https://www.cargurus.com/Cars/Link?url=http%3A%2F%2Fwww.skysautos.com%3Futm_source%3Dcargurus.com%26utm_medium%3Dreferral%26utm_campaign%3Dcargurus_listings&hmac=39B0E0A42A6B19DC65A8BF15B244C43882A3B704,"81,583 mi",Front-Wheel Drive,Gray (Gun Metallic),Black (Charcoal Cloth),33 MPG,124 hp 1.8L I4,Gasoline,Continuously Variable Transmission,Nissan,Sentra,2019,SV FWD,Sedan,Used,3N1AB7AP2KY278445,A65,13 gal,32 MPG,29 MPG,37 MPG,124 hp,4 doors,42 in,37 in,15 cu ft,"Alloy Wheels, Bluetooth",,,,,,
267082,Sky's Auto Sales,(844) 431-1323,Test dealer comment,"Austin, TX",Austin, TX,dealer_iframe_map,78751,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088#listing=375925845/NONE,https://static.cargurus.com/images/forsale/2024/06/14/08/40/2021_toyota_corolla-pic-7440274808486401365-1024x768.jpeg,Uploads/single_img/2021_toyota_corolla-pic-7440274808486401365-1024x768.jpeg,2021 Toyota Corolla LE FWD,2021,Toyota,Corolla,"$20,999", ,LE,FWD, ,5,2024-07-17 15:01:36,11,,,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088,https://www.cargurus.com/Cars/Link?url=http%3A%2F%2Fwww.skysautos.com%3Futm_source%3Dcargurus.com%26utm_medium%3Dreferral%26utm_campaign%3Dcargurus_listings&hmac=39B0E0A42A6B19DC65A8BF15B244C43882A3B704,"68,498 mi",Front-Wheel Drive,White (Blizzard Pearl),Black Cloth,34 MPG,1.8L I4,Gasoline,Continuously Variable Transmission,Toyota,Corolla,2021,LE FWD,Sedan,Used,5YFEPMAE3MP196739,A70,13 gal,33 MPG,30 MPG,38 MPG,,4 doors,42 in,34 in,13 cu ft,"Bluetooth, Steel Wheels",,,,,,
267082,Sky's Auto Sales,(844) 431-1323,Test dealer comment,"Austin, TX",Austin, TX,dealer_iframe_map,78751,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088#listing=388272273/NONE,https://static.cargurus.com/images/forsale/2024/06/11/06/00/2019_volkswagen_jetta_gli-pic-5569708717204378551-1024x768.jpeg,Uploads/single_img/2019_volkswagen_jetta_gli-pic-5569708717204378551-1024x768.jpeg,2019 Volkswagen Jetta GLI,2019,Volkswagen,Jetta,"$22,999", ,GLI,, ,5,2024-07-17 15:01:53,11,,,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088,https://www.cargurus.com/Cars/Link?url=http%3A%2F%2Fwww.skysautos.com%3Futm_source%3Dcargurus.com%26utm_medium%3Dreferral%26utm_campaign%3Dcargurus_listings&hmac=39B0E0A42A6B19DC65A8BF15B244C43882A3B704,"69,752 mi",,Pure White,Titan Black w/Red Stitch Cloth,,228 hp 2L I4,Gasoline,Automatic,Volkswagen,Jetta GLI,2019,,,Used,3VW6T7BU4KM224265,AB34,,,,,228 hp,,,,,,,,,,,
267082,Sky's Auto Sales,(844) 431-1323,Test dealer comment,"Austin, TX",Austin, TX,dealer_iframe_map,78751,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088#listing=386807808/NONE,https://static.cargurus.com/images/forsale/2024/05/29/00/06/2019_toyota_camry-pic-4245157372536433540-1024x768.jpeg,Uploads/single_img/2019_toyota_camry-pic-4245157372536433540-1024x768.jpeg,2019 Toyota Camry LE FWD,2019,Toyota,Camry,"$21,999", ,LE,FWD, ,5,2024-07-17 15:02:12,11,,,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088,https://www.cargurus.com/Cars/Link?url=http%3A%2F%2Fwww.skysautos.com%3Futm_source%3Dcargurus.com%26utm_medium%3Dreferral%26utm_campaign%3Dcargurus_listings&hmac=39B0E0A42A6B19DC65A8BF15B244C43882A3B704,"88,881 mi",Front-Wheel Drive,White (Wind Chill Pearl),Ash Cloth,33 MPG,2.5L I4,Gasoline,Automatic,Toyota,Camry,2019,LE FWD,Sedan,Used,4T1B11HK3KU736486,AB26,16 gal,32 MPG,28 MPG,39 MPG,,4 doors,42 in,38 in,15 cu ft,Bluetooth,,,,,,
267082,Sky's Auto Sales,(844) 431-1323,Test dealer comment,"Austin, TX",Austin, TX,dealer_iframe_map,78751,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088#listing=375806422/NONE,https://static.cargurus.com/images/forsale/2024/06/18/07/52/2020_honda_ridgeline-pic-4784068533162539033-1024x768.jpeg,Uploads/single_img/2020_honda_ridgeline-pic-4784068533162539033-1024x768.jpeg,2020 Honda Ridgeline RTL-E AWD,2020,Honda,Ridgeline,"$31,999", ,RTL-E,AWD, ,5,2024-07-17 15:02:29,11,,,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088,https://www.cargurus.com/Cars/Link?url=http%3A%2F%2Fwww.skysautos.com%3Futm_source%3Dcargurus.com%26utm_medium%3Dreferral%26utm_campaign%3Dcargurus_listings&hmac=39B0E0A42A6B19DC65A8BF15B244C43882A3B704,"55,710 mi",All-Wheel Drive,Gray (Modern Steel Metallic),Black Leather,21 MPG,280 hp 3.5L V6,Gasoline,Automatic,Honda,Ridgeline,2020,RTL-E,Pickup Truck,Used,5FPYK3F79LB010901,AB3,19 gal,21 MPG,19 MPG,24 MPG,280 hp,4 doors,40 in,36 in,7 cu ft,"Alloy Wheels, Android Auto, Bluetooth, CarPlay, Heated Seats, Leather Seats, Navigation System, Remote Start, Sunroof/Moonroof",,,,,Regular Cab,64 in
267082,Sky's Auto Sales,(844) 431-1323,Test dealer comment,"Austin, TX",Austin, TX,dealer_iframe_map,78751,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088#listing=389126628/NONE,https://static.cargurus.com/images/forsale/2024/06/27/04/07/2020_mercedes-benz_c-class-pic-7894244922395135706-1024x768.jpeg,Uploads/single_img/2020_mercedes-benz_c-class-pic-7894244922395135706-1024x768.jpeg,2020 Mercedes-Benz C-Class C 300 4MATIC Sedan AWD,2020,Mercedes-Benz,C-Class,"$30,999", ,C,300, ,5,2024-07-17 15:02:47,11,,,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088,https://www.cargurus.com/Cars/Link?url=http%3A%2F%2Fwww.skysautos.com%3Futm_source%3Dcargurus.com%26utm_medium%3Dreferral%26utm_campaign%3Dcargurus_listings&hmac=39B0E0A42A6B19DC65A8BF15B244C43882A3B704,"47,105 mi",All-Wheel Drive,Mojave Silver Metallic,AMG Black Leather,28 MPG,255 hp 2L I4,Gasoline,Automatic,Mercedes-Benz,C-Class,2020,C 300 4MATIC Sedan AWD,Sedan,Used,55SWF8EB7LU327260,AB41,17 gal,27 MPG,23 MPG,33 MPG,255 hp,4 doors,41 in,35 in,12 cu ft,"Alloy Wheels, Bluetooth, Navigation System, Remote Start, Sunroof/Moonroof",,,,,,
267082,Sky's Auto Sales,(844) 431-1323,Test dealer comment,"Austin, TX",Austin, TX,dealer_iframe_map,78751,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088#listing=379671989/NONE,https://static.cargurus.com/images/forsale/2024/06/16/07/02/2019_chevrolet_cruze-pic-3369529862450648632-1024x768.jpeg,Uploads/single_img/2019_chevrolet_cruze-pic-3369529862450648632-1024x768.jpeg,2019 Chevrolet Cruze LT Sedan FWD,2019,Chevrolet,Cruze,"$16,999", ,LT,Sedan, ,5,2024-07-17 15:03:06,11,,,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088,https://www.cargurus.com/Cars/Link?url=http%3A%2F%2Fwww.skysautos.com%3Futm_source%3Dcargurus.com%26utm_medium%3Dreferral%26utm_campaign%3Dcargurus_listings&hmac=39B0E0A42A6B19DC65A8BF15B244C43882A3B704,"76,874 mi",Front-Wheel Drive,Silver Ice Metallic,Jet Black Cloth,33 MPG,153 hp 1.4L I4,Gasoline,Automatic,Chevrolet,Cruze,2019,LT Sedan FWD,Sedan,Used,1G1BE5SM7K7129444,AB9,13 gal,32 MPG,28 MPG,38 MPG,153 hp,4 doors,42 in,36 in,13 cu ft,"Alloy Wheels, Bluetooth, Remote Start",,,,,,
267082,Sky's Auto Sales,(844) 431-1323,Test dealer comment,"Austin, TX",Austin, TX,dealer_iframe_map,78751,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088#listing=375925843/NONE,https://static.cargurus.com/images/forsale/2024/06/12/10/41/2020_ram_promaster_city-pic-2755898888290160217-1024x768.jpeg,Uploads/single_img/2020_ram_promaster_city-pic-2755898888290160217-1024x768.jpeg,2020 RAM ProMaster City SLT Passenger Wagon FWD,2020,RAM,ProMaster,"$27,999", ,City,SLT, ,5,2024-07-17 15:03:24,11,,,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088,https://www.cargurus.com/Cars/Link?url=http%3A%2F%2Fwww.skysautos.com%3Futm_source%3Dcargurus.com%26utm_medium%3Dreferral%26utm_campaign%3Dcargurus_listings&hmac=39B0E0A42A6B19DC65A8BF15B244C43882A3B704,"40,224 mi",Front-Wheel Drive,Gray (Quartz Grey Metallic),Black Cloth,24 MPG,178 hp 2.4L I4,Gasoline,Automatic,RAM,ProMaster City,2020,SLT Passenger Wagon FWD,Van,Used,ZFBHRFBB2L6P51292,A78,16 gal,24 MPG,21 MPG,28 MPG,178 hp,4 doors,40 in,36 in,74 cu ft,"Bluetooth, Steel Wheels",,,,,,
